APT REAR,APT REAR
BSMT,BASEMENT
BSMT,BSEMNT
BSMT,BSMT
FRNT,FRNT
LBBY,LBBY
LOTS,LOTS
OFC,OFC
PH,PH
REAR,REAR
REAR APT,REAR APT
UPPR,UPPER
APT A,APTA
APT B,APTB
APT C,APTC
