APT,APART
APT,APARTMENT
APT,APARTMNT
APT,APRTMNT
APT,APT
APT,APTMNT
APT A,APTA
APT B,APTB
APT C,APTC
BLDG,BLDG
BLK,BLK
BLK,BLOCK
DEPT,DEPT
FL,FL
FL,FLR
FL,FLOOR
HNGR,HNGR
LOT,LOT
LOT,LT
LOTS,LTS
LOWR,LOWR
MAILSTOP,M S
MAILSTOP,MAIL STOP
MAILSTOP,MAILSTOP
MAILSTOP,MS
MAILSTOP,STOP
NUM,NBR
NUM,NUM
NUM,NUMBER
PIER,PIER
RM,RM
RM,ROOM
SLIP,SLIP
SPC,SPC
STE,STE
SUITE,SU
SUITE,SUITE
TRLR,TRLR
UNIT,UNIT
